(0, 'a', 1): -0.0007445307745705801
(0, 'a', 2): -0.001000316032760774
(0, 'a', 3): -0.0008463285327607737
(0, 'a', 4): -0.00107055
(0, 'a', 5): -0.0010132375
(0, 'a', 6): -0.00108515
(0, 'a', 7): -0.0009561122191011262
(0, 'a', 8): -0.002888346413427179
(0, 'a', 9): 0.0014413858899436078
(0, 'a', 10): 0.007110818377351581
(0, 'a', 11): 0.013926694241573036
(0, 'a', 12): 0.015336809388587546
(0, 'a', 13): 0.01764319929775282
(0, 'a', 14): 0.019635304634831457
(0, 'a', 15): 0.01650294899532911
(0, 'a', 16): 0.01014963047752809
(0, 'a', 17): 0.004631649422058635
(0, 'a', 18): 0.00010919656410091002
(0, 'a', 19): -0.006060215533384994
(0, 'a', 20): -0.005625783772977747
(0, 'a', 21): -0.00810027998084291
(0, 'a', 22): -0.00544975
(0, 'a', 23): -0.004465175
(0, 'a', 24): -0.0021252875
(0, 'b', 1): -0.0005247830056179775
(0, 'b', 2): -0.00062085
(0, 'b', 3): -0.0006698875
(0, 'b', 4): -0.0006048455056179775
(0, 'b', 5): -0.0007462773408239699
(0, 'b', 6): -0.0008011523408239701
(0, 'b', 7): -0.0008192701779026238
(0, 'b', 8): -0.001158879447565541
(0, 'b', 9): 0.0007667567883895151
(0, 'b', 10): 0.0031154462078651648
(0, 'b', 11): 0.007943217743445695
(0, 'b', 12): 0.011082541994382024
(0, 'b', 13): 0.01505571334269664
(0, 'b', 14): 0.01581238459737827
(0, 'b', 15): 0.013664668960674156
(0, 'b', 16): 0.009957643586142323
(0, 'b', 17): 0.0035968364232209747
(0, 'b', 18): -0.0007716043539325825
(0, 'b', 19): -0.003678288342696629
(0, 'b', 20): -0.0027437446161048713
(0, 'b', 21): -0.002923116666666666
(0, 'b', 22): -0.0043447166666666665
(0, 'b', 23): -0.0052954249999999994
(0, 'b', 24): -0.0020812749999999996
(0, 'c', 1): -0.0015329714616924475
(0, 'c', 2): -0.0007934572312626462
(0, 'c', 3): -0.0007256875000000001
(0, 'c', 4): -0.0010582459429899099
(0, 'c', 5): -0.0008214
(0, 'c', 6): -0.0013784702822565965
(0, 'c', 7): -0.002876098455056181
(0, 'c', 8): -0.004042114653847809
(0, 'c', 9): -0.002363426451600617
(0, 'c', 10): 0.002278608005617975
(0, 'c', 11): 0.006689354494382025
(0, 'c', 12): 0.011348550280898878
(0, 'c', 13): 0.012820087582911952
(0, 'c', 14): 0.012997390038893686
(0, 'c', 15): 0.011364384588437198
(0, 'c', 16): 0.008205346420422744
(0, 'c', 17): 0.003757627600198029
(0, 'c', 18): 0.0007426397471910124
(0, 'c', 19): -0.001969315701816695
(0, 'c', 20): -0.002036540842266135
(0, 'c', 21): -0.0022033066202475685
(0, 'c', 22): -0.0040585199006050125
(0, 'c', 23): -0.002672888314176245
(0, 'c', 24): -0.002334477884615385
(999, 'a', 1): 0
(999, 'a', 2): 0
(999, 'a', 3): 0
(999, 'a', 4): 0
(999, 'a', 5): 0
(999, 'a', 6): 0
(999, 'a', 7): 0
(999, 'a', 8): 0
(999, 'a', 9): 0
(999, 'a', 10): 0
(999, 'a', 11): 0
(999, 'a', 12): 0
(999, 'a', 13): 0
(999, 'a', 14): 0
(999, 'a', 15): 0
(999, 'a', 16): 0
(999, 'a', 17): 0
(999, 'a', 18): 0
(999, 'a', 19): 0
(999, 'a', 20): 0
(999, 'a', 21): 0
(999, 'a', 22): 0
(999, 'a', 23): 0
(999, 'a', 24): 0
(999, 'b', 1): 0
(999, 'b', 2): 0
(999, 'b', 3): 0
(999, 'b', 4): 0
(999, 'b', 5): 0
(999, 'b', 6): 0
(999, 'b', 7): 0
(999, 'b', 8): 0
(999, 'b', 9): 0
(999, 'b', 10): 0
(999, 'b', 11): 0
(999, 'b', 12): 0
(999, 'b', 13): 0
(999, 'b', 14): 0
(999, 'b', 15): 0
(999, 'b', 16): 0
(999, 'b', 17): 0
(999, 'b', 18): 0
(999, 'b', 19): 0
(999, 'b', 20): 0
(999, 'b', 21): 0
(999, 'b', 22): 0
(999, 'b', 23): 0
(999, 'b', 24): 0
(999, 'c', 1): 0
(999, 'c', 2): 0
(999, 'c', 3): 0
(999, 'c', 4): 0
(999, 'c', 5): 0
(999, 'c', 6): 0
(999, 'c', 7): 0
(999, 'c', 8): 0
(999, 'c', 9): 0
(999, 'c', 10): 0
(999, 'c', 11): 0
(999, 'c', 12): 0
(999, 'c', 13): 0
(999, 'c', 14): 0
(999, 'c', 15): 0
(999, 'c', 16): 0
(999, 'c', 17): 0
(999, 'c', 18): 0
(999, 'c', 19): 0
(999, 'c', 20): 0
(999, 'c', 21): 0
(999, 'c', 22): 0
(999, 'c', 23): 0
(999, 'c', 24): 0
(1, 'a', 1): 0
(1, 'a', 2): 0
(1, 'a', 3): 0
(1, 'a', 4): 0
(1, 'a', 5): 0
(1, 'a', 6): 0
(1, 'a', 7): 0
(1, 'a', 8): 0
(1, 'a', 9): 0
(1, 'a', 10): 0
(1, 'a', 11): 0
(1, 'a', 12): 0
(1, 'a', 13): 0
(1, 'a', 14): 0
(1, 'a', 15): 0
(1, 'a', 16): 0
(1, 'a', 17): 0
(1, 'a', 18): 0
(1, 'a', 19): 0
(1, 'a', 20): 0
(1, 'a', 21): 0
(1, 'a', 22): 0
(1, 'a', 23): 0
(1, 'a', 24): 0
(1, 'b', 1): 0
(1, 'b', 2): 0
(1, 'b', 3): 0
(1, 'b', 4): 0
(1, 'b', 5): 0
(1, 'b', 6): 0
(1, 'b', 7): 0
(1, 'b', 8): 0
(1, 'b', 9): 0
(1, 'b', 10): 0
(1, 'b', 11): 0
(1, 'b', 12): 0
(1, 'b', 13): 0
(1, 'b', 14): 0
(1, 'b', 15): 0
(1, 'b', 16): 0
(1, 'b', 17): 0
(1, 'b', 18): 0
(1, 'b', 19): 0
(1, 'b', 20): 0
(1, 'b', 21): 0
(1, 'b', 22): 0
(1, 'b', 23): 0
(1, 'b', 24): 0
(1, 'c', 1): 0
(1, 'c', 2): 0
(1, 'c', 3): 0
(1, 'c', 4): 0
(1, 'c', 5): 0
(1, 'c', 6): 0
(1, 'c', 7): 0
(1, 'c', 8): 0
(1, 'c', 9): 0
(1, 'c', 10): 0
(1, 'c', 11): 0
(1, 'c', 12): 0
(1, 'c', 13): 0
(1, 'c', 14): 0
(1, 'c', 15): 0
(1, 'c', 16): 0
(1, 'c', 17): 0
(1, 'c', 18): 0
(1, 'c', 19): 0
(1, 'c', 20): 0
(1, 'c', 21): 0
(1, 'c', 22): 0
(1, 'c', 23): 0
(1, 'c', 24): 0
(2, 'a', 1): 0
(2, 'a', 2): 0
(2, 'a', 3): 0
(2, 'a', 4): 0
(2, 'a', 5): 0
(2, 'a', 6): 0
(2, 'a', 7): 0
(2, 'a', 8): 0
(2, 'a', 9): 0
(2, 'a', 10): 0
(2, 'a', 11): 0
(2, 'a', 12): 0
(2, 'a', 13): 0
(2, 'a', 14): 0
(2, 'a', 15): 0
(2, 'a', 16): 0
(2, 'a', 17): 0
(2, 'a', 18): 0
(2, 'a', 19): 0
(2, 'a', 20): 0
(2, 'a', 21): 0
(2, 'a', 22): 0
(2, 'a', 23): 0
(2, 'a', 24): 0
(2, 'b', 1): 0
(2, 'b', 2): 0
(2, 'b', 3): 0
(2, 'b', 4): 0
(2, 'b', 5): 0
(2, 'b', 6): 0
(2, 'b', 7): 0
(2, 'b', 8): 0
(2, 'b', 9): 0
(2, 'b', 10): 0
(2, 'b', 11): 0
(2, 'b', 12): 0
(2, 'b', 13): 0
(2, 'b', 14): 0
(2, 'b', 15): 0
(2, 'b', 16): 0
(2, 'b', 17): 0
(2, 'b', 18): 0
(2, 'b', 19): 0
(2, 'b', 20): 0
(2, 'b', 21): 0
(2, 'b', 22): 0
